Male - South Asian - No, I have graduated - Postdoc - Postdoc	
Male - White, Other - No, I have graduated - Postdoc - Research / Technical Staff	
Male - White, European Descent - No, I have graduated - Fellowship - Postdoc	
Male - East Asian - No, I have graduated - Postdoc - Postdoc	
Male - White, European Descent - No, I have graduated - Postdoc - Fellowship	
Male - White, European Descent - No, I have graduated - Postdoc - First Position is Current Position	
Male - East Asian - Yes, I am still a student -  - 	
Male - White, European Descent - No, I have graduated - Research / Technical Staff - First Position is Current Position	
Female - White, European Descent - No, I have graduated - Postdoc - Postdoc	
Male - White, European Descent - No, I have graduated - Postdoc - Fellowship	
Male - Latino or Hispanic - Yes, I am still a student -  - 	
Female - White, European Descent - Yes, I am still a student -  - 	
Male - White, European Descent - Yes, I am still a student -  - 	
Male - White, European Descent - No, I have graduated - Fellowship - Postdoc	
Male - White, European Descent - No, I have graduated - Postdoc - Postdoc	
Male - White, European Descent - Yes, I am still a student -  - 	
Male - White, European Descent - No, I have graduated - Postdoc - Fellowship	
Female - White, Other - No, I have graduated - Fellowship - Tenure Track	
Female - White, Other - No, I have graduated - Postdoc - First Position is Current Position	
Male - Latino or Hispanic - Yes, I am still a student -  - 	
Female - Latino or Hispanic - Yes, I am still a student -  - 	
