tenure_track-tenure_track-tenure_track-postdoc-research_staff-end,20
tenure_track-tenure_track-tenure_track-postdoc-research_staff-postdoc,13
tenure_track-tenure_track-tenure_track-postdoc-research_staff-other,1
tenure_track-tenure_track-tenure_track-postdoc-research_staff-fellowship,276
tenure_track-tenure_track-tenure_track-postdoc-research_staff-research_staff,103
tenure_track-tenure_track-tenure_track-other-tenure_track-tenure_track,486
tenure_track-tenure_track-tenure_track-other-tenure_track-end,99
tenure_track-tenure_track-tenure_track-other-tenure_track-postdoc,28
tenure_track-tenure_track-tenure_track-other-tenure_track-other,130
tenure_track-tenure_track-tenure_track-other-tenure_track-fellowship,172
tenure_track-tenure_track-tenure_track-other-tenure_track-research_staff,31
tenure_track-tenure_track-tenure_track-other-end,636
tenure_track-tenure_track-tenure_track-other-postdoc-tenure_track,33
tenure_track-tenure_track-tenure_track-other-postdoc-end,42
tenure_track-tenure_track-tenure_track-other-postdoc-postdoc,23
tenure_track-tenure_track-tenure_track-other-postdoc-other,15
tenure_track-tenure_track-tenure_track-other-postdoc-fellowship,61
tenure_track-tenure_track-tenure_track-other-postdoc-research_staff,20
tenure_track-tenure_track-tenure_track-other-other-tenure_track,312
tenure_track-tenure_track-tenure_track-other-other-end,239
tenure_track-tenure_track-tenure_track-other-other-postdoc,92
tenure_track-tenure_track-tenure_track-other-other-other,741
tenure_track-tenure_track-tenure_track-other-other-fellowship,488
tenure_track-tenure_track-tenure_track-other-other-research_staff,48
tenure_track-tenure_track-tenure_track-other-fellowship-tenure_track,315
tenure_track-tenure_track-tenure_track-other-fellowship-end,881
tenure_track-tenure_track-tenure_track-other-fellowship-postdoc,84
tenure_track-tenure_track-tenure_track-other-fellowship-other,190
tenure_track-tenure_track-tenure_track-other-fellowship-fellowship,1400
tenure_track-tenure_track-tenure_track-other-fellowship-research_staff,77
tenure_track-tenure_track-tenure_track-other-research_staff-tenure_track,25
tenure_track-tenure_track-tenure_track-other-research_staff-end,5
tenure_track-tenure_track-tenure_track-other-research_staff-other,1
tenure_track-tenure_track-tenure_track-other-research_staff-fellowship,39
tenure_track-tenure_track-tenure_track-other-research_staff-research_staff,22
tenure_track-tenure_track-tenure_track-fellowship-tenure_track-tenure_track,3948
tenure_track-tenure_track-tenure_track-fellowship-tenure_track-end,721
tenure_track-tenure_track-tenure_track-fellowship-tenure_track-postdoc,154
tenure_track-tenure_track-tenure_track-fellowship-tenure_track-other,201
tenure_track-tenure_track-tenure_track-fellowship-tenure_track-fellowship,2369
tenure_track-tenure_track-tenure_track-fellowship-tenure_track-research_staff,189
tenure_track-tenure_track-tenure_track-fellowship-end,7344
tenure_track-tenure_track-tenure_track-fellowship-postdoc-tenure_track,198
tenure_track-tenure_track-tenure_track-fellowship-postdoc-end,239
tenure_track-tenure_track-tenure_track-fellowship-postdoc-postdoc,122
tenure_track-tenure_track-tenure_track-fellowship-postdoc-other,52
tenure_track-tenure_track-tenure_track-fellowship-postdoc-fellowship,526
tenure_track-tenure_track-tenure_track-fellowship-postdoc-research_staff,175
tenure_track-tenure_track-tenure_track-fellowship-other-tenure_track,120
tenure_track-tenure_track-tenure_track-fellowship-other-end,74
tenure_track-tenure_track-tenure_track-fellowship-other-postdoc,23
tenure_track-tenure_track-tenure_track-fellowship-other-other,226
tenure_track-tenure_track-tenure_track-fellowship-other-fellowship,189
tenure_track-tenure_track-tenure_track-fellowship-other-research_staff,13
tenure_track-tenure_track-tenure_track-fellowship-fellowship-tenure_track,1863
tenure_track-tenure_track-tenure_track-fellowship-fellowship-end,2561
tenure_track-tenure_track-tenure_track-fellowship-fellowship-postdoc,395
tenure_track-tenure_track-tenure_track-fellowship-fellowship-other,160
tenure_track-tenure_track-tenure_track-fellowship-fellowship-fellowship,5934
tenure_track-tenure_track-tenure_track-fellowship-fellowship-research_staff,407
tenure_track-tenure_track-tenure_track-fellowship-research_staff-tenure_track,281
tenure_track-tenure_track-tenure_track-fellowship-research_staff-end,37
tenure_track-tenure_track-tenure_track-fellowship-research_staff-postdoc,5
tenure_track-tenure_track-tenure_track-fellowship-research_staff-other,3
tenure_track-tenure_track-tenure_track-fellowship-research_staff-fellowship,594
tenure_track-tenure_track-tenure_track-fellowship-research_staff-research_staff,191
tenure_track-tenure_track-tenure_track-research_staff-tenure_track-tenure_track,567
tenure_track-tenure_track-tenure_track-research_staff-tenure_track-end,69
tenure_track-tenure_track-tenure_track-research_staff-tenure_track-postdoc,26
tenure_track-tenure_track-tenure_track-research_staff-tenure_track-other,25
tenure_track-tenure_track-tenure_track-research_staff-tenure_track-fellowship,253
tenure_track-tenure_track-tenure_track-research_staff-tenure_track-research_staff,78
tenure_track-tenure_track-tenure_track-research_staff-end,120
tenure_track-tenure_track-tenure_track-research_staff-postdoc-tenure_track,2
tenure_track-tenure_track-tenure_track-research_staff-postdoc-end,4
tenure_track-tenure_track-tenure_track-research_staff-postdoc-postdoc,3
tenure_track-tenure_track-tenure_track-research_staff-postdoc-fellowship,14
tenure_track-tenure_track-tenure_track-research_staff-postdoc-research_staff,4
tenure_track-tenure_track-tenure_track-research_staff-other-tenure_track,2
tenure_track-tenure_track-tenure_track-research_staff-other-end,3
tenure_track-tenure_track-tenure_track-research_staff-other-postdoc,4
tenure_track-tenure_track-tenure_track-research_staff-other-other,6
tenure_track-tenure_track-tenure_track-research_staff-other-fellowship,7
tenure_track-tenure_track-tenure_track-research_staff-fellowship-tenure_track,189
tenure_track-tenure_track-tenure_track-research_staff-fellowship-end,257
tenure_track-tenure_track-tenure_track-research_staff-fellowship-postdoc,33
tenure_track-tenure_track-tenure_track-research_staff-fellowship-other,12
tenure_track-tenure_track-tenure_track-research_staff-fellowship-fellowship,550
tenure_track-tenure_track-tenure_track-research_staff-fellowship-research_staff,192
tenure_track-tenure_track-tenure_track-research_staff-research_staff-tenure_track,113
tenure_track-tenure_track-tenure_track-research_staff-research_staff-end,27
tenure_track-tenure_track-tenure_track-research_staff-research_staff-postdoc,9
tenure_track-tenure_track-tenure_track-research_staff-research_staff-other,7
tenure_track-tenure_track-tenure_track-research_staff-research_staff-fellowship,208
tenure_track-tenure_track-tenure_track-research_staff-research_staff-research_staff,121
tenure_track-tenure_track-end,49154
tenure_track-tenure_track-postdoc-tenure_track-tenure_track-tenure_track,470
tenure_track-tenure_track-postdoc-tenure_track-tenure_track-end,119
tenure_track-tenure_track-postdoc-tenure_track-tenure_track-postdoc,139
tenure_track-tenure_track-postdoc-tenure_track-tenure_track-other,42
tenure_track-tenure_track-postdoc-tenure_track-tenure_track-fellowship,365
tenure_track-tenure_track-postdoc-tenure_track-tenure_track-research_staff,39
tenure_track-tenure_track-postdoc-tenure_track-end,273
tenure_track-tenure_track-postdoc-tenure_track-postdoc-tenure_track,72
tenure_track-tenure_track-postdoc-tenure_track-postdoc-end,42
tenure_track-tenure_track-postdoc-tenure_track-postdoc-postdoc,25
tenure_track-tenure_track-postdoc-tenure_track-postdoc-other,11
tenure_track-tenure_track-postdoc-tenure_track-postdoc-fellowship,71
tenure_track-tenure_track-postdoc-tenure_track-postdoc-research_staff,23
tenure_track-tenure_track-postdoc-tenure_track-other-tenure_track,9
tenure_track-tenure_track-postdoc-tenure_track-other-end,6
tenure_track-tenure_track-postdoc-tenure_track-other-postdoc,7
tenure_track-tenure_track-postdoc-tenure_track-other-other,54
tenure_track-tenure_track-postdoc-tenure_track-other-fellowship,22
tenure_track-tenure_track-postdoc-tenure_track-fellowship-tenure_track,124
tenure_track-tenure_track-postdoc-tenure_track-fellowship-end,110
tenure_track-tenure_track-postdoc-tenure_track-fellowship-postdoc,60
tenure_track-tenure_track-postdoc-tenure_track-fellowship-other,8
tenure_track-tenure_track-postdoc-tenure_track-fellowship-fellowship,191
tenure_track-tenure_track-postdoc-tenure_track-fellowship-research_staff,25
tenure_track-tenure_track-postdoc-tenure_track-research_staff-tenure_track,23
tenure_track-tenure_track-postdoc-tenure_track-research_staff-end,1
tenure_track-tenure_track-postdoc-tenure_track-research_staff-postdoc,2
tenure_track-tenure_track-postdoc-tenure_track-research_staff-fellowship,29
tenure_track-tenure_track-postdoc-tenure_track-research_staff-research_staff,11
tenure_track-tenure_track-postdoc-end,2878
tenure_track-tenure_track-postdoc-postdoc-tenure_track-tenure_track,167
tenure_track-tenure_track-postdoc-postdoc-tenure_track-end,37
tenure_track-tenure_track-postdoc-postdoc-tenure_track-postdoc,43
tenure_track-tenure_track-postdoc-postdoc-tenure_track-other,30
tenure_track-tenure_track-postdoc-postdoc-tenure_track-fellowship,45
tenure_track-tenure_track-postdoc-postdoc-tenure_track-research_staff,14
tenure_track-tenure_track-postdoc-postdoc-end,227
tenure_track-tenure_track-postdoc-postdoc-postdoc-tenure_track,42
tenure_track-tenure_track-postdoc-postdoc-postdoc-end,30
tenure_track-tenure_track-postdoc-postdoc-postdoc-postdoc,82
tenure_track-tenure_track-postdoc-postdoc-postdoc-other,26
tenure_track-tenure_track-postdoc-postdoc-postdoc-fellowship,62
tenure_track-tenure_track-postdoc-postdoc-postdoc-research_staff,21
tenure_track-tenure_track-postdoc-postdoc-other-tenure_track,29
tenure_track-tenure_track-postdoc-postdoc-other-end,7
tenure_track-tenure_track-postdoc-postdoc-other-postdoc,15
tenure_track-tenure_track-postdoc-postdoc-other-other,61
tenure_track-tenure_track-postdoc-postdoc-other-fellowship,22
tenure_track-tenure_track-postdoc-postdoc-other-research_staff,2
tenure_track-tenure_track-postdoc-postdoc-fellowship-tenure_track,83
tenure_track-tenure_track-postdoc-postdoc-fellowship-end,104
tenure_track-tenure_track-postdoc-postdoc-fellowship-postdoc,90
tenure_track-tenure_track-postdoc-postdoc-fellowship-other,14
tenure_track-tenure_track-postdoc-postdoc-fellowship-fellowship,208
tenure_track-tenure_track-postdoc-postdoc-fellowship-research_staff,24
tenure_track-tenure_track-postdoc-postdoc-research_staff-tenure_track,46
tenure_track-tenure_track-postdoc-postdoc-research_staff-end,5
tenure_track-tenure_track-postdoc-postdoc-research_staff-postdoc,6
tenure_track-tenure_track-postdoc-postdoc-research_staff-fellowship,92
tenure_track-tenure_track-postdoc-postdoc-research_staff-research_staff,34
tenure_track-tenure_track-postdoc-other-tenure_track-tenure_track,51
tenure_track-tenure_track-postdoc-other-tenure_track-end,9
tenure_track-tenure_track-postdoc-other-tenure_track-postdoc,7
tenure_track-tenure_track-postdoc-other-tenure_track-other,7
tenure_track-tenure_track-postdoc-other-tenure_track-fellowship,24
tenure_track-tenure_track-postdoc-other-tenure_track-research_staff,3
tenure_track-tenure_track-postdoc-other-end,56
tenure_track-tenure_track-postdoc-other-postdoc-tenure_track,12
tenure_track-tenure_track-postdoc-other-postdoc-end,22
tenure_track-tenure_track-postdoc-other-postdoc-postdoc,9
tenure_track-tenure_track-postdoc-other-postdoc-other,3
tenure_track-tenure_track-postdoc-other-postdoc-fellowship,26
tenure_track-tenure_track-postdoc-other-postdoc-research_staff,8
tenure_track-tenure_track-postdoc-other-other-tenure_track,34
tenure_track-tenure_track-postdoc-other-other-end,34
tenure_track-tenure_track-postdoc-other-other-postdoc,34
tenure_track-tenure_track-postdoc-other-other-other,104
tenure_track-tenure_track-postdoc-other-other-fellowship,56
tenure_track-tenure_track-postdoc-other-other-research_staff,4
tenure_track-tenure_track-postdoc-other-fellowship-tenure_track,16
tenure_track-tenure_track-postdoc-other-fellowship-end,35
tenure_track-tenure_track-postdoc-other-fellowship-postdoc,17
tenure_track-tenure_track-postdoc-other-fellowship-other,11
tenure_track-tenure_track-postdoc-other-fellowship-fellowship,59
tenure_track-tenure_track-postdoc-other-fellowship-research_staff,3
tenure_track-tenure_track-postdoc-other-research_staff-tenure_track,6
tenure_track-tenure_track-postdoc-other-research_staff-fellowship,6
tenure_track-tenure_track-postdoc-fellowship-tenure_track-tenure_track,409
tenure_track-tenure_track-postdoc-fellowship-tenure_track-end,78
tenure_track-tenure_track-postdoc-fellowship-tenure_track-postdoc,103
tenure_track-tenure_track-postdoc-fellowship-tenure_track-other,26
tenure_track-tenure_track-postdoc-fellowship-tenure_track-fellowship,276
tenure_track-tenure_track-postdoc-fellowship-tenure_track-research_staff,30
tenure_track-tenure_track-postdoc-fellowship-end,1277
tenure_track-tenure_track-postdoc-fellowship-postdoc-tenure_track,133
tenure_track-tenure_track-postdoc-fellowship-postdoc-end,220
tenure_track-tenure_track-postdoc-fellowship-postdoc-postdoc,93
tenure_track-tenure_track-postdoc-fellowship-postdoc-other,27
tenure_track-tenure_track-postdoc-fellowship-postdoc-fellowship,579
tenure_track-tenure_track-postdoc-fellowship-postdoc-research_staff,92
tenure_track-tenure_track-postdoc-fellowship-other-tenure_track,5
tenure_track-tenure_track-postdoc-fellowship-other-end,4
tenure_track-tenure_track-postdoc-fellowship-other-postdoc,4
tenure_track-tenure_track-postdoc-fellowship-other-other,20
tenure_track-tenure_track-postdoc-fellowship-other-fellowship,22
tenure_track-tenure_track-postdoc-fellowship-other-research_staff,1
tenure_track-tenure_track-postdoc-fellowship-fellowship-tenure_track,260
tenure_track-tenure_track-postdoc-fellowship-fellowship-end,534
tenure_track-tenure_track-postdoc-fellowship-fellowship-postdoc,296
tenure_track-tenure_track-postdoc-fellowship-fellowship-other,26
tenure_track-tenure_track-postdoc-fellowship-fellowship-fellowship,1113
tenure_track-tenure_track-postdoc-fellowship-fellowship-research_staff,97
tenure_track-tenure_track-postdoc-fellowship-research_staff-tenure_track,46
tenure_track-tenure_track-postdoc-fellowship-research_staff-end,6
tenure_track-tenure_track-postdoc-fellowship-research_staff-postdoc,5
tenure_track-tenure_track-postdoc-fellowship-research_staff-fellowship,149
tenure_track-tenure_track-postdoc-fellowship-research_staff-research_staff,43
tenure_track-tenure_track-postdoc-research_staff-tenure_track-tenure_track,201
tenure_track-tenure_track-postdoc-research_staff-tenure_track-end,27
tenure_track-tenure_track-postdoc-research_staff-tenure_track-postdoc,25
tenure_track-tenure_track-postdoc-research_staff-tenure_track-other,6
tenure_track-tenure_track-postdoc-research_staff-tenure_track-fellowship,72
tenure_track-tenure_track-postdoc-research_staff-tenure_track-research_staff,20
tenure_track-tenure_track-postdoc-research_staff-end,80
tenure_track-tenure_track-postdoc-research_staff-postdoc-tenure_track,7
tenure_track-tenure_track-postdoc-research_staff-postdoc-end,5
tenure_track-tenure_track-postdoc-research_staff-postdoc-postdoc,4
tenure_track-tenure_track-postdoc-research_staff-postdoc-fellowship,8
tenure_track-tenure_track-postdoc-research_staff-postdoc-research_staff,12
tenure_track-tenure_track-postdoc-research_staff-other-end,2
tenure_track-tenure_track-postdoc-research_staff-other-other,3
tenure_track-tenure_track-postdoc-research_staff-other-fellowship,2
tenure_track-tenure_track-postdoc-research_staff-other-research_staff,1
tenure_track-tenure_track-postdoc-research_staff-fellowship-tenure_track,79
tenure_track-tenure_track-postdoc-research_staff-fellowship-end,212
tenure_track-tenure_track-postdoc-research_staff-fellowship-postdoc,68
tenure_track-tenure_track-postdoc-research_staff-fellowship-other,7
tenure_track-tenure_track-postdoc-research_staff-fellowship-fellowship,478
tenure_track-tenure_track-postdoc-research_staff-fellowship-research_staff,156
tenure_track-tenure_track-postdoc-research_staff-research_staff-tenure_track,40
tenure_track-tenure_track-postdoc-research_staff-research_staff-end,25
tenure_track-tenure_track-postdoc-research_staff-research_staff-postdoc,5
tenure_track-tenure_track-postdoc-research_staff-research_staff-other,1
tenure_track-tenure_track-postdoc-research_staff-research_staff-fellowship,170
tenure_track-tenure_track-postdoc-research_staff-research_staff-research_staff,88
tenure_track-tenure_track-other-tenure_track-tenure_track-tenure_track,596
tenure_track-tenure_track-other-tenure_track-tenure_track-end,131
tenure_track-tenure_track-other-tenure_track-tenure_track-postdoc,42
tenure_track-tenure_track-other-tenure_track-tenure_track-other,124
tenure_track-tenure_track-other-tenure_track-tenure_track-fellowship,270
tenure_track-tenure_track-other-tenure_track-tenure_track-research_staff,34
tenure_track-tenure_track-other-tenure_track-end,246
tenure_track-tenure_track-other-tenure_track-postdoc-tenure_track,15
tenure_track-tenure_track-other-tenure_track-postdoc-end,15
tenure_track-tenure_track-other-tenure_track-postdoc-postdoc,8
tenure_track-tenure_track-other-tenure_track-postdoc-other,2
tenure_track-tenure_track-other-tenure_track-postdoc-fellowship,43
tenure_track-tenure_track-other-tenure_track-postdoc-research_staff,4
tenure_track-tenure_track-other-tenure_track-other-tenure_track,98
tenure_track-tenure_track-other-tenure_track-other-end,31
tenure_track-tenure_track-other-tenure_track-other-postdoc,6
tenure_track-tenure_track-other-tenure_track-other-other,123
tenure_track-tenure_track-other-tenure_track-other-fellowship,85
tenure_track-tenure_track-other-tenure_track-other-research_staff,4
tenure_track-tenure_track-other-tenure_track-fellowship-tenure_track,160
tenure_track-tenure_track-other-tenure_track-fellowship-end,78
tenure_track-tenure_track-other-tenure_track-fellowship-postdoc,24
tenure_track-tenure_track-other-tenure_track-fellowship-other,32
tenure_track-tenure_track-other-tenure_track-fellowship-fellowship,157
tenure_track-tenure_track-other-tenure_track-fellowship-research_staff,13
tenure_track-tenure_track-other-tenure_track-research_staff-tenure_track,18
tenure_track-tenure_track-other-tenure_track-research_staff-end,1
tenure_track-tenure_track-other-tenure_track-research_staff-fellowship,42
tenure_track-tenure_track-other-tenure_track-research_staff-research_staff,10
tenure_track-tenure_track-other-end,1457
tenure_track-tenure_track-other-postdoc-tenure_track-tenure_track,65
tenure_track-tenure_track-other-postdoc-tenure_track-end,4
tenure_track-tenure_track-other-postdoc-tenure_track-postdoc,7
tenure_track-tenure_track-other-postdoc-tenure_track-other,7
tenure_track-tenure_track-other-postdoc-tenure_track-fellowship,29
tenure_track-tenure_track-other-postdoc-tenure_track-research_staff,4
tenure_track-tenure_track-other-postdoc-end,137
tenure_track-tenure_track-other-postdoc-postdoc-tenure_track,8
tenure_track-tenure_track-other-postdoc-postdoc-end,5
tenure_track-tenure_track-other-postdoc-postdoc-postdoc,14
tenure_track-tenure_track-other-postdoc-postdoc-other,25
tenure_track-tenure_track-other-postdoc-postdoc-fellowship,11
tenure_track-tenure_track-other-postdoc-postdoc-research_staff,7
tenure_track-tenure_track-other-postdoc-other-tenure_track,4
tenure_track-tenure_track-other-postdoc-other-end,2
tenure_track-tenure_track-other-postdoc-other-postdoc,9
tenure_track-tenure_track-other-postdoc-other-other,15
tenure_track-tenure_track-other-postdoc-other-fellowship,8
tenure_track-tenure_track-other-postdoc-fellowship-tenure_track,43
tenure_track-tenure_track-other-postdoc-fellowship-end,40
tenure_track-tenure_track-other-postdoc-fellowship-postdoc,38
tenure_track-tenure_track-other-postdoc-fellowship-other,11
tenure_track-tenure_track-other-postdoc-fellowship-fellowship,91
tenure_track-tenure_track-other-postdoc-fellowship-research_staff,11
tenure_track-tenure_track-other-postdoc-research_staff-tenure_track,14
tenure_track-tenure_track-other-postdoc-research_staff-other,1
tenure_track-tenure_track-other-postdoc-research_staff-fellowship,22
tenure_track-tenure_track-other-postdoc-research_staff-research_staff,8
tenure_track-tenure_track-other-other-tenure_track-tenure_track,330
tenure_track-tenure_track-other-other-tenure_track-end,128
tenure_track-tenure_track-other-other-tenure_track-postdoc,46
tenure_track-tenure_track-other-other-tenure_track-other,163
tenure_track-tenure_track-other-other-tenure_track-fellowship,102
tenure_track-tenure_track-other-other-tenure_track-research_staff,36
tenure_track-tenure_track-other-other-end,805
tenure_track-tenure_track-other-other-postdoc-tenure_track,65
tenure_track-tenure_track-other-other-postdoc-end,55
tenure_track-tenure_track-other-other-postdoc-postdoc,43
tenure_track-tenure_track-other-other-postdoc-other,24
tenure_track-tenure_track-other-other-postdoc-fellowship,83
tenure_track-tenure_track-other-other-postdoc-research_staff,14
tenure_track-tenure_track-other-other-other-tenure_track,440
tenure_track-tenure_track-other-other-other-end,349
tenure_track-tenure_track-other-other-other-postdoc,145
tenure_track-tenure_track-other-other-other-other,871
tenure_track-tenure_track-other-other-other-fellowship,528
tenure_track-tenure_track-other-other-other-research_staff,49
tenure_track-tenure_track-other-other-fellowship-tenure_track,213
tenure_track-tenure_track-other-other-fellowship-end,283
tenure_track-tenure_track-other-other-fellowship-postdoc,60
tenure_track-tenure_track-other-other-fellowship-other,222
tenure_track-tenure_track-other-other-fellowship-fellowship,468
tenure_track-tenure_track-other-other-fellowship-research_staff,36
tenure_track-tenure_track-other-other-research_staff-tenure_track,24
tenure_track-tenure_track-other-other-research_staff-end,4
tenure_track-tenure_track-other-other-research_staff-postdoc,2
tenure_track-tenure_track-other-other-research_staff-other,4
tenure_track-tenure_track-other-other-research_staff-fellowship,61
tenure_track-tenure_track-other-other-research_staff-research_staff,23
tenure_track-tenure_track-other-fellowship-tenure_track-tenure_track,297
tenure_track-tenure_track-other-fellowship-tenure_track-end,74
tenure_track-tenure_track-other-fellowship-tenure_track-postdoc,14
tenure_track-tenure_track-other-fellowship-tenure_track-other,71
tenure_track-tenure_track-other-fellowship-tenure_track-fellowship,185
tenure_track-tenure_track-other-fellowship-tenure_track-research_staff,16
tenure_track-tenure_track-other-fellowship-end,1302
tenure_track-tenure_track-other-fellowship-postdoc-tenure_track,22
tenure_track-tenure_track-other-fellowship-postdoc-end,33
tenure_track-tenure_track-other-fellowship-postdoc-postdoc,8
tenure_track-tenure_track-other-fellowship-postdoc-other,13
tenure_track-tenure_track-other-fellowship-postdoc-fellowship,68
tenure_track-tenure_track-other-fellowship-postdoc-research_staff,23
tenure_track-tenure_track-other-fellowship-other-tenure_track,67
tenure_track-tenure_track-other-fellowship-other-end,26
tenure_track-tenure_track-other-fellowship-other-postdoc,9
tenure_track-tenure_track-other-fellowship-other-other,88
tenure_track-tenure_track-other-fellowship-other-fellowship,194
tenure_track-tenure_track-other-fellowship-other-research_staff,9
tenure_track-tenure_track-other-fellowship-fellowship-tenure_track,193
tenure_track-tenure_track-other-fellowship-fellowship-end,550
tenure_track-tenure_track-other-fellowship-fellowship-postdoc,69
tenure_track-tenure_track-other-fellowship-fellowship-other,93
tenure_track-tenure_track-other-fellowship-fellowship-fellowship,1369
tenure_track-tenure_track-other-fellowship-fellowship-research_staff,62
tenure_track-tenure_track-other-fellowship-research_staff-tenure_track,27
tenure_track-tenure_track-other-fellowship-research_staff-end,5
tenure_track-tenure_track-other-fellowship-research_staff-other,3
tenure_track-tenure_track-other-fellowship-research_staff-fellowship,90
tenure_track-tenure_track-other-fellowship-research_staff-research_staff,18
tenure_track-tenure_track-other-research_staff-tenure_track-tenure_track,44
tenure_track-tenure_track-other-research_staff-tenure_track-end,6
tenure_track-tenure_track-other-research_staff-tenure_track-postdoc,1
tenure_track-tenure_track-other-research_staff-tenure_track-other,6
tenure_track-tenure_track-other-research_staff-tenure_track-fellowship,22
tenure_track-tenure_track-other-research_staff-tenure_track-research_staff,3
tenure_track-tenure_track-other-research_staff-end,11
tenure_track-tenure_track-other-research_staff-postdoc-postdoc,2
tenure_track-tenure_track-other-research_staff-postdoc-fellowship,2
tenure_track-tenure_track-other-research_staff-other-tenure_track,3
tenure_track-tenure_track-other-research_staff-other-other,3
tenure_track-tenure_track-other-research_staff-other-research_staff,1
tenure_track-tenure_track-other-research_staff-fellowship-tenure_track,22
tenure_track-tenure_track-other-research_staff-fellowship-end,33
tenure_track-tenure_track-other-research_staff-fellowship-postdoc,6
tenure_track-tenure_track-other-research_staff-fellowship-other,6
tenure_track-tenure_track-other-research_staff-fellowship-fellowship,68
tenure_track-tenure_track-other-research_staff-fellowship-research_staff,30
tenure_track-tenure_track-other-research_staff-research_staff-tenure_track,7
tenure_track-tenure_track-other-research_staff-research_staff-end,3
tenure_track-tenure_track-other-research_staff-research_staff-postdoc,1
tenure_track-tenure_track-other-research_staff-research_staff-fellowship,33
tenure_track-tenure_track-other-research_staff-research_staff-research_staff,23
tenure_track-tenure_track-fellowship-tenure_track-tenure_track-tenure_track,4424
tenure_track-tenure_track-fellowship-tenure_track-tenure_track-end,1104
